사건,신고,출동,구조,복귀,신고시각,출동시각,현장도착시각,구조완료시각,복귀시각,계절명,사고원인명,현장시군구명,소방서명
769,0:00,0:08,0:00,0:14,2023.3.15 11:18,2023.3.15 11:18,2023.3.15 11:26,2023.3.15 11:26,2023.3.15 11:40,봄,익수,광진구,강동소방서
770,0:00,0:00,0:07,0:00,2023.3.15 11:18,2023.3.15 11:18,2023.3.15 11:18,2023.3.15 11:25,2023.3.15 11:25,봄,익수,광진구,송파소방서
771,0:00,0:04,0:04,0:04,2023.3.15 11:18,2023.3.15 11:18,2023.3.15 11:22,2023.3.15 11:26,2023.3.15 11:30,봄,기타 수난 ,광진구,119특수구조단
772,0:01,0:03,0:03,0:14,2023.3.15 11:59,2023.3.15 12:00,2023.3.15 12:03,2023.3.15 12:06,2023.3.15 12:20,봄,기타 수난 ,마포구,용산소방서
773,0:01,0:02,0:00,0:08,2023.3.15 11:59,2023.3.15 12:00,2023.3.15 12:02,2023.3.15 12:02,2023.3.15 12:10,봄,기타 수난 ,마포구,119특수구조단
774,0:02,0:06,0:06,0:13,2023.3.15 12:51,2023.3.15 12:53,2023.3.15 12:59,2023.3.15 13:05,2023.3.15 13:18,봄,기타 수난 ,송파구,광진소방서
775,0:02,0:06,0:06,0:10,2023.3.15 12:51,2023.3.15 12:53,2023.3.15 12:59,2023.3.15 13:05,2023.3.15 13:15,봄,수색,송파구,광진소방서
776,0:02,0:06,0:06,0:15,2023.3.15 12:51,2023.3.15 12:53,2023.3.15 12:59,2023.3.15 13:05,2023.3.15 13:20,봄,기타 수난 ,송파구,119특수구조단
777,0:01,0:05,0:56,0:00,2023.3.15 13:58,2023.3.15 13:59,2023.3.15 14:04,2023.3.15 15:00,2023.3.15 15:00,봄,수색,용산구,119특수구조단
778,0:03,0:02,0:07,0:15,2023.3.15 14:33,2023.3.15 14:36,2023.3.15 14:38,2023.3.15 14:45,2023.3.15 15:00,봄,기타 수난 ,마포구,119특수구조단
779,0:01,0:00,0:39,0:00,2023.3.15 16:10,2023.3.15 16:11,2023.3.15 16:11,2023.3.15 16:50,2023.3.15 16:50,봄,수색,강동구,119특수구조단
780,0:01,0:01,0:00,0:11,2023.3.15 16:12,2023.3.15 16:13,2023.3.15 16:14,2023.3.15 16:14,2023.3.15 16:25,봄,기타 수난 ,마포구,119특수구조단
781,0:02,0:02,0:29,0:05,2023.3.15 20:12,2023.3.15 20:14,2023.3.15 20:16,2023.3.15 20:45,2023.3.15 20:50,봄,기타 수난 ,영등포구,119특수구조단
782,0:01,0:02,0:02,0:06,2023.3.15 20:49,2023.3.15 20:50,2023.3.15 20:52,2023.3.15 20:54,2023.3.15 21:00,봄,수색,서초구,119특수구조단
783,0:02,0:05,0:08,0:04,2023.3.15 22:21,2023.3.15 22:23,2023.3.15 22:28,2023.3.15 22:36,2023.3.15 22:40,봄,수색,마포구,영등포소방서
784,0:02,0:02,0:00,0:10,2023.3.15 22:21,2023.3.15 22:23,2023.3.15 22:25,2023.3.15 22:25,2023.3.15 22:35,봄,기타 수난 ,마포구,119특수구조단
785,0:01,0:02,0:00,0:11,2023.3.15 23:01,2023.3.15 23:02,2023.3.15 23:04,2023.3.15 23:04,2023.3.15 23:15,봄,기타 수난 ,마포구,119특수구조단
786,0:01,0:01,0:32,0:00,2023.3.16 5:16,2023.3.16 5:17,2023.3.16 5:18,2023.3.16 5:50,2023.3.16 5:50,봄,기타 수난 ,마포구,119특수구조단
787,0:01,0:11,0:00,0:20,2023.3.16 7:08,2023.3.16 7:09,2023.3.16 7:20,2023.3.16 7:20,2023.3.16 7:40,봄,기타 수난 ,강서구,119특수구조단
788,0:01,1:01,0:00,0:00,2023.3.16 9:58,2023.3.16 9:59,2023.3.16 11:00,2023.3.16 11:00,2023.3.16 11:00,봄,수색,강동구,119특수구조단
789,0:01,0:03,0:37,0:04,2023.3.16 10:30,2023.3.16 10:31,2023.3.16 10:34,2023.3.16 11:11,2023.3.16 11:15,봄,수색,서초구,119특수구조단
790,0:01,0:04,0:09,0:03,2023.3.16 11:48,2023.3.16 11:49,2023.3.16 11:53,2023.3.16 12:02,2023.3.16 12:05,봄,기타 수난 ,마포구,마포소방서
791,0:01,0:00,1:03,0:00,2023.3.16 13:56,2023.3.16 13:57,2023.3.16 13:57,2023.3.16 15:00,2023.3.16 15:00,봄,수색,송파구,119특수구조단
792,0:02,0:03,0:41,0:04,2023.3.16 14:00,2023.3.16 14:02,2023.3.16 14:05,2023.3.16 14:46,2023.3.16 14:50,봄,수색,서초구,119특수구조단
793,0:01,0:06,0:12,0:15,2023.3.16 17:36,2023.3.16 17:37,2023.3.16 17:43,2023.3.16 17:55,2023.3.16 18:10,봄,기타 수난 ,송파구,송파소방서
794,0:01,0:06,0:00,0:17,2023.3.16 17:36,2023.3.16 17:37,2023.3.16 17:43,2023.3.16 17:43,2023.3.16 18:00,봄,기타 수난 ,송파구,119특수구조단
795,0:01,0:02,0:06,0:10,2023.3.16 17:36,2023.3.16 17:37,2023.3.16 17:39,2023.3.16 17:45,2023.3.16 17:55,봄,기타 수난 ,송파구,119특수구조단
796,0:01,0:04,0:01,0:12,2023.3.16 17:42,2023.3.16 17:43,2023.3.16 17:47,2023.3.16 17:48,2023.3.16 18:00,봄,기타 수난 ,마포구,영등포소방서
797,0:01,0:02,0:05,0:05,2023.3.16 17:42,2023.3.16 17:43,2023.3.16 17:45,2023.3.16 17:50,2023.3.16 17:55,봄,기타 수난 ,마포구,마포소방서
798,0:01,0:07,1:14,0:26,2023.3.16 19:32,2023.3.16 19:33,2023.3.16 19:40,2023.3.16 20:54,2023.3.16 21:20,봄,기타 수난 ,영등포구,영등포소방서
799,0:01,0:06,0:01,0:13,2023.3.16 20:19,2023.3.16 20:20,2023.3.16 20:26,2023.3.16 20:27,2023.3.16 20:40,봄,기타 수난 ,마포구,영등포소방서
800,0:01,0:06,0:01,0:06,2023.3.16 20:19,2023.3.16 20:20,2023.3.16 20:26,2023.3.16 20:27,2023.3.16 20:33,봄,기타 수난 ,마포구,마포소방서
801,0:01,0:04,0:06,0:08,2023.3.16 21:26,2023.3.16 21:27,2023.3.16 21:31,2023.3.16 21:37,2023.3.16 21:45,봄,기타 수난 ,강남구,119특수구조단
802,0:01,0:05,0:13,0:10,2023.3.16 21:26,2023.3.16 21:27,2023.3.16 21:32,2023.3.16 21:45,2023.3.16 21:55,봄,수색,강남구,성동소방서
803,0:02,0:05,0:02,0:22,2023.3.16 22:19,2023.3.16 22:21,2023.3.16 22:26,2023.3.16 22:28,2023.3.16 22:50,봄,기타 수난 ,마포구,영등포소방서
804,0:01,0:02,0:03,0:04,2023.3.17 3:45,2023.3.17 3:46,2023.3.17 3:48,2023.3.17 3:51,2023.3.17 3:55,봄,기타 수난 ,강동구,119특수구조단
805,0:02,0:05,0:42,0:00,2023.3.17 9:06,2023.3.17 9:08,2023.3.17 9:13,2023.3.17 9:55,2023.3.17 9:55,봄,기타 수난 ,강동구,119특수구조단
806,0:01,0:05,0:00,0:14,2023.3.17 10:48,2023.3.17 10:49,2023.3.17 10:54,2023.3.17 10:54,2023.3.17 11:08,봄,기타 수난 ,마포구,영등포소방서
807,0:00,0:01,0:34,0:05,2023.3.17 11:10,2023.3.17 11:10,2023.3.17 11:11,2023.3.17 11:45,2023.3.17 11:50,봄,수색,서초구,119특수구조단
808,0:01,0:00,0:42,0:05,2023.3.17 14:37,2023.3.17 14:38,2023.3.17 14:38,2023.3.17 15:20,2023.3.17 15:25,봄,수색,서초구,119특수구조단
809,0:01,0:06,0:45,0:00,2023.3.17 16:38,2023.3.17 16:39,2023.3.17 16:45,2023.3.17 17:30,2023.3.17 17:30,봄,기타 수난 ,강동구,119특수구조단
810,0:01,0:03,0:02,0:09,2023.3.17 20:25,2023.3.17 20:26,2023.3.17 20:29,2023.3.17 20:31,2023.3.17 20:40,봄,기타 수난 ,마포구,마포소방서
811,0:02,0:09,0:21,0:05,2023.3.17 21:53,2023.3.17 21:55,2023.3.17 22:04,2023.3.17 22:25,2023.3.17 22:30,봄,기타 수난 ,용산구,용산소방서
812,0:02,0:06,0:00,0:14,2023.3.17 22:33,2023.3.17 22:35,2023.3.17 22:41,2023.3.17 22:41,2023.3.17 22:55,봄,기타 수난 ,서초구,서초소방서
813,0:04,0:01,0:00,0:00,2023.3.17 22:37,2023.3.17 22:41,2023.3.17 22:42,2023.3.17 22:42,2023.3.17 22:42,봄,기타 수난 ,강남구,119특수구조단
814,0:01,0:03,0:06,0:04,2023.3.18 0:15,2023.3.18 0:16,2023.3.18 0:19,2023.3.18 0:25,2023.3.18 0:29,봄,기타 수난 ,서초구,서초소방서
815,0:01,0:03,0:09,0:10,2023.3.18 2:17,2023.3.18 2:18,2023.3.18 2:21,2023.3.18 2:30,2023.3.18 2:40,봄,수색,마포구,영등포소방서
816,0:01,0:06,0:01,0:05,2023.3.18 2:17,2023.3.18 2:18,2023.3.18 2:24,2023.3.18 2:25,2023.3.18 2:30,봄,기타 수난 ,마포구,마포소방서
817,0:01,0:03,0:04,0:10,2023.3.18 2:17,2023.3.18 2:18,2023.3.18 2:21,2023.3.18 2:25,2023.3.18 2:35,봄,기타 수난 ,마포구,119특수구조단
818,0:01,0:04,0:22,0:08,2023.3.18 2:55,2023.3.18 2:56,2023.3.18 3:00,2023.3.18 3:22,2023.3.18 3:30,봄,수색,영등포구,영등포소방서
819,0:01,0:08,0:08,0:05,2023.3.18 5:38,2023.3.18 5:39,2023.3.18 5:47,2023.3.18 5:55,2023.3.18 6:00,봄,기타 수난 ,강남구,119특수구조단
820,0:01,0:03,0:49,0:00,2023.3.18 10:07,2023.3.18 10:08,2023.3.18 10:11,2023.3.18 11:00,2023.3.18 11:00,봄,수색,용산구,119특수구조단
821,0:02,0:00,0:37,0:00,2023.3.18 10:11,2023.3.18 10:13,2023.3.18 10:13,2023.3.18 10:50,2023.3.18 10:50,봄,수색,강동구,119특수구조단
822,0:01,0:03,0:55,0:00,2023.3.18 14:01,2023.3.18 14:02,2023.3.18 14:05,2023.3.18 15:00,2023.3.18 15:00,봄,수색,용산구,119특수구조단
823,0:01,0:00,0:33,0:00,2023.3.18 16:06,2023.3.18 16:07,2023.3.18 16:07,2023.3.18 16:40,2023.3.18 16:40,봄,수색,강동구,119특수구조단
824,0:02,0:03,0:00,0:18,2023.3.18 16:37,2023.3.18 16:39,2023.3.18 16:42,2023.3.18 16:42,2023.3.18 17:00,봄,기타 수난 ,영등포구,119특수구조단
825,0:02,0:04,0:18,0:05,2023.3.18 21:21,2023.3.18 21:23,2023.3.18 21:27,2023.3.18 21:45,2023.3.18 21:50,봄,기타 수난 ,강남구,119특수구조단
826,0:02,0:07,0:01,0:23,2023.3.19 4:27,2023.3.19 4:29,2023.3.19 4:36,2023.3.19 4:37,2023.3.19 5:00,봄,기타 수난 ,마포구,영등포소방서
827,0:02,0:06,0:01,0:01,2023.3.19 4:27,2023.3.19 4:29,2023.3.19 4:35,2023.3.19 4:36,2023.3.19 4:37,봄,기타 수난 ,마포구,영등포소방서
828,0:02,0:02,0:04,0:10,2023.3.19 4:27,2023.3.19 4:29,2023.3.19 4:31,2023.3.19 4:35,2023.3.19 4:45,봄,기타 수난 ,마포구,119특수구조단
829,0:01,0:05,0:02,0:10,2023.3.19 5:13,2023.3.19 5:14,2023.3.19 5:19,2023.3.19 5:21,2023.3.19 5:31,봄,기타 수난 ,용산구,영등포소방서
830,0:01,0:02,0:00,0:14,2023.3.19 5:13,2023.3.19 5:14,2023.3.19 5:16,2023.3.19 5:16,2023.3.19 5:30,봄,기타 수난 ,용산구,119특수구조단
831,0:01,0:03,0:46,0:04,2023.3.19 10:01,2023.3.19 10:02,2023.3.19 10:05,2023.3.19 10:51,2023.3.19 10:55,봄,수색,서초구,119특수구조단
832,0:02,0:03,0:06,0:06,2023.3.19 10:39,2023.3.19 10:41,2023.3.19 10:44,2023.3.19 10:50,2023.3.19 10:56,봄,기타 수난 ,마포구,마포소방서
833,0:01,0:03,0:10,0:05,2023.3.19 10:56,2023.3.19 10:57,2023.3.19 11:00,2023.3.19 11:10,2023.3.19 11:15,봄,기타 수난 ,용산구,용산소방서
834,0:02,0:03,0:41,0:04,2023.3.19 14:05,2023.3.19 14:07,2023.3.19 14:10,2023.3.19 14:51,2023.3.19 14:55,봄,수색,동작구,119특수구조단
835,0:01,0:59,0:00,0:00,2023.3.19 16:00,2023.3.19 16:01,2023.3.19 17:00,2023.3.19 17:00,2023.3.19 17:00,봄,수색,강동구,119특수구조단
836,0:01,0:01,0:02,0:17,2023.3.19 17:29,2023.3.19 17:30,2023.3.19 17:31,2023.3.19 17:33,2023.3.19 17:50,봄,수색,광진구,119특수구조단
837,0:01,0:04,0:17,0:07,2023.3.19 20:03,2023.3.19 20:04,2023.3.19 20:08,2023.3.19 20:25,2023.3.19 20:32,봄,기타 수난 ,용산구,용산소방서
838,0:01,0:04,0:10,0:12,2023.3.19 20:03,2023.3.19 20:04,2023.3.19 20:08,2023.3.19 20:18,2023.3.19 20:30,봄,기타 수난 ,용산구,용산소방서
839,0:01,0:04,0:07,0:10,2023.3.19 20:03,2023.3.19 20:04,2023.3.19 20:08,2023.3.19 20:15,2023.3.19 20:25,봄,기타 수난 ,용산구,119특수구조단
840,0:01,0:04,0:08,0:05,2023.3.19 22:07,2023.3.19 22:08,2023.3.19 22:12,2023.3.19 22:20,2023.3.19 22:25,봄,수색,마포구,영등포소방서
841,0:02,0:04,0:10,0:15,2023.3.19 22:34,2023.3.19 22:36,2023.3.19 22:40,2023.3.19 22:50,2023.3.19 23:05,봄,기타 수난 ,마포구,마포소방서
842,0:03,0:04,0:08,0:06,2023.3.20 0:56,2023.3.20 0:59,2023.3.20 1:03,2023.3.20 1:11,2023.3.20 1:17,봄,수색,영등포구,영등포소방서
843,0:02,0:05,0:04,0:14,2023.3.20 4:05,2023.3.20 4:07,2023.3.20 4:12,2023.3.20 4:16,2023.3.20 4:30,봄,기타 수난 ,서초구,서초소방서
844,0:02,0:05,0:04,0:14,2023.3.20 4:05,2023.3.20 4:07,2023.3.20 4:12,2023.3.20 4:16,2023.3.20 4:30,봄,기타 수난 ,서초구,서초소방서
845,0:01,0:06,0:06,0:07,2023.3.20 4:55,2023.3.20 4:56,2023.3.20 5:02,2023.3.20 5:08,2023.3.20 5:15,봄,수색,마포구,영등포소방서
846,0:01,0:04,0:45,0:00,2023.3.20 9:00,2023.3.20 9:01,2023.3.20 9:05,2023.3.20 9:50,2023.3.20 9:50,봄,기타 수난 ,강동구,119특수구조단
847,0:01,0:01,0:37,0:10,2023.3.20 10:01,2023.3.20 10:02,2023.3.20 10:03,2023.3.20 10:40,2023.3.20 10:50,봄,수색,서초구,119특수구조단
848,0:02,0:07,23:59,0:20,2023.3.20 12:00,2023.3.20 12:02,2023.3.20 12:09,2023.3.21 12:08,2023.3.21 12:28,봄,익수,마포구,마포소방서
849,0:02,0:06,0:17,0:15,2023.3.20 12:00,2023.3.20 12:02,2023.3.20 12:08,2023.3.20 12:25,2023.3.20 12:40,봄,익수,마포구,마포소방서
850,0:02,0:09,0:03,0:13,2023.3.20 14:08,2023.3.20 14:10,2023.3.20 14:19,2023.3.20 14:22,2023.3.20 14:35,봄,기타 수난 ,마포구,마포소방서
851,0:01,0:01,0:28,0:10,2023.3.20 14:10,2023.3.20 14:11,2023.3.20 14:12,2023.3.20 14:40,2023.3.20 14:50,봄,수색,서초구,119특수구조단
852,0:00,0:03,0:02,0:08,2023.3.20 15:47,2023.3.20 15:47,2023.3.20 15:50,2023.3.20 15:52,2023.3.20 16:00,봄,기타 수난 ,강남구,119특수구조단
853,0:01,0:08,0:19,0:00,2023.3.20 16:16,2023.3.20 16:17,2023.3.20 16:25,2023.3.20 16:44,2023.3.20 16:44,봄,기타 수난 ,강동구,119특수구조단
854,0:02,0:05,0:04,0:10,2023.3.20 16:44,2023.3.20 16:46,2023.3.20 16:51,2023.3.20 16:55,2023.3.20 17:05,봄,기타 수난 ,강동구,강동소방서
855,0:02,0:05,0:09,0:00,2023.3.20 16:44,2023.3.20 16:46,2023.3.20 16:51,2023.3.21 17:00,2023.3.21 17:00,봄,기타 수난 ,강동구,119특수구조단
856,0:01,0:06,0:04,0:05,2023.3.20 19:19,2023.3.20 19:20,2023.3.20 19:26,2023.3.20 19:30,2023.3.20 19:35,봄,기타 수난 ,동작구,용산소방서
857,0:02,0:06,0:01,0:08,2023.3.20 21:53,2023.3.20 21:55,2023.3.20 22:01,2023.3.20 22:02,2023.3.20 22:10,봄,기타 수난 ,마포구,마포소방서
858,0:01,0:05,0:10,0:04,2023.3.20 23:26,2023.3.20 23:27,2023.3.20 23:32,2023.3.20 23:42,2023.3.20 23:46,봄,기타 수난 ,영등포구,영등포소방서
859,0:01,0:04,0:13,0:06,2023.3.21 0:12,2023.3.21 0:13,2023.3.21 0:17,2023.3.21 0:30,2023.3.21 0:36,봄,기타 수난 ,동작구,용산소방서
860,0:01,0:07,0:13,0:05,2023.3.21 1:09,2023.3.21 1:10,2023.3.21 1:17,2023.3.21 1:30,2023.3.21 1:35,봄,기타 수난 ,용산구,용산소방서
861,0:01,0:05,0:05,0:10,2023.3.21 1:54,2023.3.21 1:55,2023.3.21 2:00,2023.3.21 2:05,2023.3.21 2:15,봄,기타 수난 ,성동구,119특수구조단
862,0:01,0:02,0:02,0:06,2023.3.21 1:59,2023.3.21 2:00,2023.3.21 2:02,2023.3.21 2:04,2023.3.21 2:10,봄,기타 수난 ,영등포구,영등포소방서
863,0:01,0:05,0:10,0:05,2023.3.21 2:19,2023.3.21 2:20,2023.3.21 2:25,2023.3.21 2:35,2023.3.21 2:40,봄,기타 수난 ,강남구,119특수구조단
864,0:02,0:03,0:00,0:22,2023.3.21 3:23,2023.3.21 3:25,2023.3.21 3:28,2023.3.21 3:28,2023.3.21 3:50,봄,기타 수난 ,마포구,영등포소방서
865,0:02,0:06,0:01,0:08,2023.3.21 3:23,2023.3.21 3:25,2023.3.21 3:31,2023.3.21 3:32,2023.3.21 3:40,봄,기타 수난 ,마포구,마포소방서
866,0:01,0:00,0:24,0:00,2023.3.21 9:35,2023.3.21 9:36,2023.3.21 9:36,2023.3.21 10:00,2023.3.21 10:00,봄,수색,강동구,119특수구조단
867,0:01,0:03,0:41,0:00,2023.3.21 10:00,2023.3.21 10:01,2023.3.21 10:04,2023.3.21 10:45,2023.3.21 10:45,봄,수색,용산구,119특수구조단
868,0:05,0:05,0:06,0:15,2023.3.21 12:11,2023.3.21 12:16,2023.3.21 12:21,2023.3.21 12:27,2023.3.21 12:42,봄,기타 수난 ,마포구,마포소방서
869,0:05,0:02,0:00,0:12,2023.3.21 12:11,2023.3.21 12:16,2023.3.21 12:18,2023.3.21 12:18,2023.3.21 12:30,봄,기타 수난 ,마포구,119특수구조단
870,0:02,0:03,0:45,0:00,2023.3.21 14:10,2023.3.21 14:12,2023.3.21 14:15,2023.3.21 15:00,2023.3.21 15:00,봄,수색,용산구,119특수구조단
871,0:01,0:00,0:40,0:00,2023.3.21 16:19,2023.3.21 16:20,2023.3.21 16:20,2023.3.21 17:00,2023.3.21 17:00,봄,수색,강동구,119특수구조단
872,0:04,0:03,0:42,0:10,2023.3.21 18:01,2023.3.21 18:05,2023.3.21 18:08,2023.3.21 18:50,2023.3.21 19:00,봄,고립,송파구,119특수구조단
873,0:02,0:05,0:10,0:07,2023.3.21 20:41,2023.3.21 20:43,2023.3.21 20:48,2023.3.21 20:58,2023.3.21 21:05,봄,기타 수난 ,영등포구,영등포소방서
874,0:02,0:05,0:04,0:00,2023.3.21 20:41,2023.3.21 20:43,2023.3.21 20:48,2023.3.21 20:52,2023.3.21 20:52,봄,수색,영등포구,영등포소방서
875,0:00,0:03,0:24,0:00,2023.3.21 21:38,2023.3.21 21:38,2023.3.21 21:41,2023.3.21 22:05,2023.3.21 22:05,봄,수색,서초구,119특수구조단
876,0:02,0:05,0:07,0:05,2023.3.21 23:56,2023.3.21 23:58,2023.3.22 0:03,2023.3.22 0:10,2023.3.22 0:15,봄,기타 수난 ,동작구,동작소방서
877,0:02,0:05,0:14,0:03,2023.3.21 23:56,2023.3.21 23:58,2023.3.22 0:03,2023.3.22 0:17,2023.3.22 0:20,봄,기타 수난 ,동작구,용산소방서
878,0:01,0:02,0:02,0:02,2023.3.22 0:59,2023.3.22 1:00,2023.3.22 1:02,2023.3.22 1:04,2023.3.22 1:06,봄,수색,서초구,119특수구조단
879,0:03,0:04,0:16,0:07,2023.3.22 2:45,2023.3.22 2:48,2023.3.22 2:52,2023.3.22 3:08,2023.3.22 3:15,봄,기타 수난 ,영등포구,영등포소방서
880,0:02,0:03,0:01,0:09,2023.3.22 8:55,2023.3.22 8:57,2023.3.22 9:00,2023.3.22 9:01,2023.3.22 9:10,봄,사체인양,강동구,광진소방서
881,0:02,0:00,0:04,0:19,2023.3.22 8:55,2023.3.22 8:57,2023.3.22 8:57,2023.3.22 9:01,2023.3.22 9:20,봄,기타 수난 ,강동구,119특수구조단
882,0:01,0:03,0:43,0:07,2023.3.22 10:06,2023.3.22 10:07,2023.3.22 10:10,2023.3.22 10:53,2023.3.22 11:00,봄,수색,서초구,119특수구조단
883,0:02,0:03,0:51,0:06,2023.3.22 14:20,2023.3.22 14:22,2023.3.22 14:25,2023.3.22 15:16,2023.3.22 15:22,봄,수색,서초구,119특수구조단
884,0:01,0:05,0:00,0:04,2023.3.22 21:53,2023.3.22 21:54,2023.3.22 21:59,2023.3.22 21:59,2023.3.22 22:03,봄,기타 수난 ,강동구,광진소방서
885,0:01,0:01,0:05,0:15,2023.3.22 21:53,2023.3.22 21:54,2023.3.22 21:55,2023.3.22 22:00,2023.3.22 22:15,봄,기타 수난 ,강동구,119특수구조단
886,0:01,0:05,0:14,0:15,2023.3.22 22:30,2023.3.22 22:31,2023.3.22 22:36,2023.3.23 22:50,2023.3.23 23:05,봄,기타 수난 ,서초구,서초소방서
887,0:01,0:07,0:01,0:08,2023.3.23 0:32,2023.3.23 0:33,2023.3.23 0:40,2023.3.23 0:41,2023.3.23 0:49,봄,기타 수난 ,송파구,광진소방서
888,0:01,0:07,0:01,0:09,2023.3.23 0:32,2023.3.23 0:33,2023.3.23 0:40,2023.3.23 0:41,2023.3.23 0:50,봄,기타 수난 ,송파구,송파소방서
889,0:01,0:07,0:08,0:12,2023.3.23 0:32,2023.3.23 0:33,2023.3.23 0:40,2023.3.23 0:48,2023.3.23 1:00,봄,기타 수난 ,송파구,119특수구조단
890,0:01,0:03,0:04,0:00,2023.3.23 0:32,2023.3.23 0:33,2023.3.23 0:36,2023.3.23 0:40,2023.3.23 0:40,봄,기타 수난 ,송파구,119특수구조단
891,0:01,0:03,0:27,0:05,2023.3.23 2:24,2023.3.23 2:25,2023.3.23 2:28,2023.3.23 2:55,2023.3.23 3:00,봄,기타 수난 ,영등포구,마포소방서
892,0:01,0:03,0:11,0:06,2023.3.23 3:10,2023.3.23 3:11,2023.3.23 3:14,2023.3.23 3:25,2023.3.23 3:31,봄,기타 수난 ,마포구,마포소방서
893,0:01,0:06,0:03,0:10,2023.3.23 9:30,2023.3.23 9:31,2023.3.23 9:37,2023.3.23 9:40,2023.3.23 9:50,봄,기타 수난 ,마포구,영등포소방서
894,0:01,0:07,0:02,0:10,2023.3.23 9:30,2023.3.23 9:31,2023.3.23 9:38,2023.3.23 9:40,2023.3.23 9:50,봄,기타 수난 ,마포구,마포소방서
895,0:01,0:01,0:53,0:05,2023.3.23 10:00,2023.3.23 10:01,2023.3.23 10:02,2023.3.23 10:55,2023.3.23 11:00,봄,수색,서초구,119특수구조단
896,0:01,0:01,0:51,0:05,2023.3.23 14:02,2023.3.23 14:03,2023.3.23 14:04,2023.3.23 14:55,2023.3.23 15:00,봄,수색,서초구,119특수구조단
897,0:01,0:05,0:00,0:19,2023.3.23 14:35,2023.3.23 14:36,2023.3.23 14:41,2023.3.23 14:41,2023.3.23 15:00,봄,기타 수난 ,송파구,강동소방서
898,0:01,0:05,0:09,0:10,2023.3.23 14:35,2023.3.23 14:36,2023.3.23 14:41,2023.3.23 14:50,2023.3.23 15:00,봄,기타 수난 ,송파구,송파소방서
899,0:01,0:05,0:19,0:05,2023.3.23 14:35,2023.3.23 14:36,2023.3.23 14:41,2023.3.23 15:00,2023.3.23 15:05,봄,기타 수난 ,송파구,119특수구조단
900,0:01,0:05,0:09,0:10,2023.3.23 14:35,2023.3.23 14:36,2023.3.23 14:41,2023.3.23 14:50,2023.3.23 15:00,봄,기타 수난 ,송파구,119특수구조단
901,0:01,0:06,0:04,0:13,2023.3.23 14:36,2023.3.23 14:37,2023.3.23 14:43,2023.3.23 14:47,2023.3.23 15:00,봄,기타 수난 ,마포구,영등포소방서
902,0:01,0:07,0:03,0:10,2023.3.23 14:36,2023.3.23 14:37,2023.3.23 14:44,2023.3.23 14:47,2023.3.23 14:57,봄,기타 수난 ,마포구,영등포소방서
903,0:00,0:09,0:04,0:10,2023.3.23 15:47,2023.3.23 15:47,2023.3.23 15:56,2023.3.23 16:00,2023.3.23 16:10,봄,수색,광진구,광진소방서
904,0:00,0:09,0:00,0:24,2023.3.23 15:47,2023.3.23 15:47,2023.3.23 15:56,2023.3.23 15:56,2023.3.23 16:20,봄,기타 수난 ,광진구,강동소방서
905,0:00,0:09,0:00,0:14,2023.3.23 15:47,2023.3.23 15:47,2023.3.23 15:56,2023.3.23 15:56,2023.3.23 16:10,봄,기타 수난 ,광진구,송파소방서
906,0:00,0:09,0:04,0:10,2023.3.23 15:47,2023.3.23 15:47,2023.3.23 15:56,2023.3.23 16:00,2023.3.23 16:10,봄,기타 수난 ,광진구,119특수구조단
907,0:00,0:06,0:07,0:10,2023.3.23 15:47,2023.3.23 15:47,2023.3.23 15:53,2023.3.23 16:00,2023.3.23 16:10,봄,기타 수난 ,광진구,119특수구조단
908,0:02,0:08,0:19,0:25,2023.3.23 21:31,2023.3.23 21:33,2023.3.23 21:41,2023.3.23 22:00,2023.3.23 22:25,봄,기타 수난 ,송파구,강동소방서
909,0:02,0:08,0:14,0:05,2023.3.23 21:31,2023.3.23 21:33,2023.3.23 21:41,2023.3.23 21:55,2023.3.23 22:00,봄,기타 수난 ,송파구,119특수구조단
910,0:02,0:07,0:30,0:10,2023.3.23 21:31,2023.3.23 21:33,2023.3.23 21:40,2023.3.23 22:10,2023.3.23 22:20,봄,기타 수난 ,송파구,119특수구조단
911,0:01,0:03,0:10,0:03,2023.3.23 21:58,2023.3.23 21:59,2023.3.23 22:02,2023.3.23 22:12,2023.3.23 22:15,봄,기타 수난 ,서초구,119특수구조단
912,0:02,0:03,0:00,0:15,2023.3.23 22:39,2023.3.23 22:41,2023.3.23 22:44,2023.3.23 22:44,2023.3.23 22:59,봄,기타 수난 ,서초구,서초소방서
913,0:00,0:09,0:00,0:12,2023.3.23 23:14,2023.3.23 23:14,2023.3.23 23:23,2023.3.23 23:23,2023.3.23 23:35,봄,익수,마포구,마포소방서
914,0:00,0:09,0:01,0:11,2023.3.23 23:14,2023.3.23 23:14,2023.3.23 23:23,2023.3.23 23:24,2023.3.23 23:35,봄,익수,마포구,강서소방서
915,0:01,0:04,0:04,0:06,2023.3.24 2:15,2023.3.24 2:16,2023.3.24 2:20,2023.3.24 2:24,2023.3.24 2:30,봄,수색,마포구,영등포소방서
916,0:01,0:04,0:02,0:06,2023.3.24 4:09,2023.3.24 4:10,2023.3.24 4:14,2023.3.24 4:16,2023.3.24 4:22,봄,수색,마포구,영등포소방서
917,0:01,0:02,0:54,0:00,2023.3.24 10:03,2023.3.24 10:04,2023.3.24 10:06,2023.3.24 11:00,2023.3.24 11:00,봄,수색,용산구,119특수구조단
